"Range" "Sequential" "Async (Batch Size 16)" "Async (Batch Size 2)" "Async (Batch Size 32)" "Async (Batch Size 4)" "Async (Batch Size 8)" "Cuda - Coarse: 1 warp" "Cuda - Coarse: 16 warps" "Cuda - Coarse: 32 warps" "Cuda - Fine: 1 warp" "Cuda - Fine: 16 warps" "Cuda - Fine: 32 warps" "Cuda - Hybrid: 1 warp" "Cuda - Hybrid: 16 warps" "Cuda - Hybrid: 32 warps" "Omp (Dynamic, 1)" "Omp (Dynamic, 10)" "Omp (Static, 1)" "Omp (Static, 10)" 
7500    0.0943420791    0.1939676629    0.1024134763    0.2235323952    0.0759626116    0.1863767124    0.0028399904    0.0031457156    0.0040660937    0.0261657703    0.0266973539    0.0304511209    0.0020455197    0.0021657096    0.0023956828    0.0170744822    0.0170269991    0.0176435021    0.0180789583 
7600    0.0966218107    0.1965970751    0.1040523951    0.2260916579    0.0772610660    0.1891618927    0.0029069907    0.0033681781    0.0040595985    0.0265203674    0.0270688090    0.0309838606    0.0021013334    0.0022159281    0.0024484630    0.0175736069    0.0175586659    0.0178564875    0.0183494489 
7700    0.0989656572    0.2008321491    0.1062373136    0.2291347636    0.0788142466    0.1918496351    0.0029394450    0.0034000656    0.0040602971    0.0269050131    0.0274546935    0.0312793217    0.0021494851    0.0022684725    0.0025018877    0.0182782431    0.0178533114    0.0192129547    0.0190086963 
7800    0.1012730006    0.2029204032    0.1081591580    0.2321333528    0.0798856708    0.1939952948    0.0031005644    0.0034081382    0.0040668252    0.0273818922    0.0277567665    0.0317057376    0.0022004433    0.0023212446    0.0025864100    0.0183545449    0.0185164770    0.0186639960    0.0191065121 
7900    0.1040588197    0.2053807485    0.1104484271    0.2356692771    0.0815608048    0.1969082488    0.0030680886    0.0033846353    0.0040657397    0.0276603069    0.0282536719    0.0321132617    0.0022541566    0.0023814890    0.0026189664    0.0188712714    0.0188714598    0.0192860218    0.0195821474 
8000    0.1070868714    0.2091284667    0.1124836185    0.2390245858    0.0827654971    0.2006763698    0.0031183511    0.0034026925    0.0041000250    0.0281342429    0.0284992378    0.0326588069    0.0023047493    0.0024262565    0.0026700956    0.0196595574    0.0193543732    0.0207644941    0.0200413856 
8100    0.1094440018    0.2104241156    0.1142190630    0.2415060445    0.0840876200    0.2069802650    0.0031874192    0.0036597722    0.0045980050    0.0284003828    0.0288680610    0.0329734015    0.0023628004    0.0024812000    0.0027278650    0.0199088108    0.0198945777    0.0203535056    0.0204845076 
8200    0.1123240439    0.2132295382    0.1164868446    0.2450727080    0.0855779829    0.2095876485    0.0032292758    0.0036964883    0.0046624170    0.0287758406    0.0292402386    0.0333910391    0.0024153171    0.0025370611    0.0027857539    0.0202932321    0.0203852894    0.0210709559    0.0214367727 
8300    0.1148980963    0.2159144196    0.1189558866    0.2482217756    0.0874365000    0.2079917385    0.0033478501    0.0037108319    0.0046755384    0.0291793459    0.0296001987    0.0337958191    0.0024757846    0.0025926132    0.0028436925    0.0207158365    0.0208870374    0.0210626159    0.0219246687 
8400    0.1173807273    0.2184691150    0.1209109296    0.2513230775    0.0884091727    0.2107245756    0.0034201150    0.0037020558    0.0046622479    0.0295426158    0.0299838397    0.0342357013    0.0025225403    0.0026530870    0.0029067987    0.0213098932    0.0212316198    0.0219498325    0.0225558739 
8500    0.1203869641    0.2218164487    0.1230159888    0.2548886030    0.0901080136    0.2132846020    0.0034962648    0.0037063067    0.0046694606    0.0299914181    0.0303793805    0.0346303991    0.0025796592    0.0027082057    0.0029637889    0.0216825554    0.0217791647    0.0238612896    0.0228610781 
8600    0.1231304101    0.2249692639    0.1252585039    0.2576727730    0.0915670456    0.2171318711    0.0035623147    0.0039831628    0.0046642263    0.0304131778    0.0307654148    0.0351789300    0.0026398569    0.0027658843    0.0030257410    0.0222049135    0.0224187654    0.0226224483    0.0232016897 
8700    0.1265789447    0.2271083317    0.1276200540    0.2607317168    0.0929065624    0.2191874657    0.0036450102    0.0040450984    0.0048675861    0.0307969349    0.0311982603    0.0356222849    0.0026914884    0.0028215414    0.0030857723    0.0228320791    0.0228233653    0.0241800788    0.0237051743 
8800    0.1297777038    0.2296584652    0.1292798290    0.2639664921    0.0943361110    0.2223814736    0.0037298619    0.0040321857    0.0046645128    0.0311836645    0.0315624963    0.0360117212    0.0027510808    0.0028870320    0.0031500287    0.0232447125    0.0233682657    0.0239390608    0.0248324214 
8900    0.1317258340    0.2330739702    0.1317113991    0.2675411630    0.0959070959    0.2297348427    0.0038207448    0.0040290834    0.0046687428    0.0315697122    0.0320786609    0.0363221820    0.0028180469    0.0029492888    0.0032113141    0.0238683317    0.0238553850    0.0242412845    0.0249464234 
