
"Range 0-n" "Sequential" "Cuda - Coarse: 1 warp" "Cuda - Coarse: 16 warps" "Cuda - Coarse: 32 warps" "Cuda - Fine: 1 warp" "Cuda - Fine: 16 warps" "Cuda - Fine: 32 warps" "Cuda - Hybrid: 1 warp" "Cuda - Hybrid: 16 warps" "Cuda - Hybrid: 32 warps" "Omp (Dynamic, 1)" "Omp (Dynamic, 10)" "Omp (Static, 1)" "Omp (Static, 10)" "std::Async" 
650    0.0010215466    0.0003258270    0.0003186486    0.0003352959    0.0021821653    0.0021915791    0.0022056033    0.0001626328    0.0001690153    0.0001804400    0.0001694244    0.0001479869    0.0001395289    0.0001482372    0.0000000881 
660    0.0010747574    0.0003285487    0.0003243849    0.0003375178    0.0022141612    0.0022241815    0.0022380262    0.0001620112    0.0001663773    0.0001812763    0.0001739436    0.0001523093    0.0001437430    0.0001519149    0.0000000900 
670    0.0011069506    0.0003307824    0.0003343195    0.0003384814    0.0022452761    0.0022564362    0.0022705830    0.0001619481    0.0001670046    0.0001820334    0.0001782638    0.0001568222    0.0001479021    0.0001568447    0.0000000890 
680    0.0011400507    0.0003360324    0.0003296223    0.0003477028    0.0022766105    0.0022912436    0.0023051652    0.0001632570    0.0001678230    0.0001839050    0.0001824580    0.0001612893    0.0001524164    0.0001613744    0.0000000897 
690    0.0011729378    0.0003450287    0.0003166181    0.0003497925    0.0023082993    0.0023215429    0.0023377261    0.0001662272    0.0001705531    0.0001838946    0.0001866455    0.0001661168    0.0001565262    0.0001660399    0.0000000883 
700    0.0012082543    0.0003472721    0.0003141656    0.0003513048    0.0023391608    0.0023542877    0.0023702636    0.0001631482    0.0001686647    0.0001839634    0.0001908999    0.0001707509    0.0001610712    0.0001706423    0.0000000889 
710    0.0012421017    0.0003395466    0.0003173229    0.0003608213    0.0023718028    0.0023888647    0.0024035925    0.0001649298    0.0001698205    0.0001865533    0.0001954674    0.0001750901    0.0001653248    0.0001751475    0.0000000891 
720    0.0012780015    0.0003282795    0.0003185661    0.0003633474    0.0024028063    0.0024200754    0.0024354327    0.0001655458    0.0001699462    0.0001857906    0.0002001090    0.0001793194    0.0001699551    0.0001796284    0.0000000887 
730    0.0013135196    0.0003334381    0.0003223017    0.0003655487    0.0024342213    0.0024529458    0.0024680791    0.0001661808    0.0001721148    0.0001895853    0.0002046072    0.0001843218    0.0001749708    0.0001842407    0.0000000878 
740    0.0013501443    0.0003333168    0.0003239402    0.0003749112    0.0024674180    0.0024863348    0.0025014246    0.0001660162    0.0001711815    0.0001871477    0.0002094660    0.0001890500    0.0001791675    0.0001888116    0.0000000902 
750    0.0013884067    0.0003368448    0.0003260422    0.0003768129    0.0024978499    0.0025195919    0.0025349230    0.0001666295    0.0001718557    0.0001884225    0.0002136601    0.0001945046    0.0001840377    0.0001936415    0.0000000880 
760    0.0014237605    0.0003489461    0.0003278330    0.0003789132    0.0025297719    0.0025506422    0.0025691096    0.0001674953    0.0001721136    0.0001894523    0.0002187145    0.0001994800    0.0001890433    0.0001989637    0.0000000878 
770    0.0014610809    0.0003451638    0.0003495270    0.0003883658    0.0025603236    0.0025834275    0.0026011390    0.0001675423    0.0001739398    0.0001901750    0.0002239900    0.0002044793    0.0001936633    0.0002040707    0.0000000894 
780    0.0015010719    0.0003360507    0.0003515633    0.0003912770    0.0025926539    0.0026166998    0.0026349598    0.0001687541    0.0001742585    0.0001902213    0.0002285151    0.0002097524    0.0001985297    0.0002091504    0.0000001845 
790    0.0015440297    0.0003269711    0.0003532947    0.0003935680    0.0026237012    0.0026504304    0.0026675423    0.0001696637    0.0001738346    0.0001907323    0.0002327512    0.0002154416    0.0002049407    0.0002137614    0.0000001659 
800    0.0015675976    0.0003284286    0.0003577766    0.0004042458    0.0026560664    0.0026846504    0.0027019865    0.0001690056    0.0001748516    0.0001921928    0.0002389183    0.0002214909    0.0002087355    0.0002196380    0.0000000683 
810    0.0015826336    0.0003306705    0.0003600500    0.0004066490    0.0026868297    0.0027186970    0.0027361084    0.0001703622    0.0001754158    0.0001929052    0.0002437812    0.0002247885    0.0002137171    0.0002244627    0.0000000667 
820    0.0016087801    0.0003330501    0.0003625169    0.0004091406    0.0027185803    0.0027521986    0.0027699676    0.0001704278    0.0001760684    0.0001935344    0.0002491495    0.0002296556    0.0002189084    0.0002296501    0.0000000666 
830    0.0016358131    0.0003354501    0.0003648257    0.0004105673    0.0027504606    0.0027853189    0.0028042221    0.0001706187    0.0001767664    0.0001948183    0.0002541255    0.0002353684    0.0002241933    0.0002346361    0.0000000665 
840    0.0016635139    0.0003374174    0.0003686043    0.0004217961    0.0027813976    0.0028193106    0.0028380963    0.0001727136    0.0001779161    0.0001956147    0.0002594950    0.0002410428    0.0002295151    0.0002404587    0.0000000656 
850    0.0016922151    0.0003395110    0.0003708731    0.0004244776    0.0028131326    0.0028537114    0.0028726001    0.0001728846    0.0001782759    0.0001963884    0.0002649468    0.0002465883    0.0002350927    0.0002461869    0.0000000661 
860    0.0017205506    0.0003420125    0.0003732681    0.0004267542    0.0028445211    0.0028873166    0.0029066378    0.0001727238    0.0001788172    0.0001970415    0.0002701889    0.0002523786    0.0002401969    0.0002521365    0.0000000649 
